mmel_id,title,pdf_pages,printed_pages,assessments,screening_status,approved_for_generation
27-93-04,LAWS REDUND LOST Caution on ECAM EWD (A321neo XLR),196,27-24,F116,есть отдельная оценка — см. матрицу,False
27-94-01,Spoiler Elevator Computers (SEC),197; 198; 199; 200; 201; 202; 203; 204; 205; 206; 207,27-25; 27-26; 27-27; 27-28; 27-29; 27-30; 27-31; 27-32; 27-33; 27-34; 27-35,F043,есть отдельная оценка — см. матрицу,False
27-94-02,SEC pb Switch,208,27-36,,сопоставление с Fenix не установлено,False
27-94-03,SEC Indication on ECAM F/CTL Page,209,27-37,,сопоставление с Fenix не установлено,False
27-95-01,Flight Control Data Concentrators,209,27-37,F044; F045,есть отдельная оценка — см. матрицу,False
28-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,210,28-1,,сопоставление с Fenix не установлено,False
28-12-01,Overpressure Protectors,210; 211; 212,28-1; 28-2; 28-3,,сопоставление с Fenix не установлено,False
28-15-01,Outer to Inner TK Transfer Valves,213; 214,28-4; 28-5,F046,есть отдельная оценка — см. матрицу,False
28-20-01,Automatic Fuel Feed System,215,28-6,,сопоставление с Fenix не установлено,False
28-21-01,Wing Tank Pumps (Aircraft Fitted with Mod. 36387/MP J2487 or Aircraft Not Specified in Service Bulletin A320-28-1102),215; 216,28-6; 28-7,F047,есть отдельная оценка — см. матрицу,False
28-21-02,Center Tank Systems,216; 217; 218; 219,28-7; 28-8; 28-9; 28-10,F048; F049,есть отдельная оценка — см. матрицу,False
28-21-03,Wing Tank Pump Sequence Valves (A318/A319/A320) without Mod. 154327/ MP J3527,220,28-11,,сопоставление с Fenix не установлено,False
28-21-04,Rear Center Tank System (A321neo XLR),220; 221; 222,28-11; 28-12; 28-13,F117,есть отдельная оценка — см. матрицу,False
28-23-02,CROSSFEED pb Switch,223,28-14,F050,есть отдельная оценка — см. матрицу,False
28-24-01,Engine LP Fuel Valve Electrical Motor (With Mod. 25537),223,28-14,,сопоставление с Fenix не установлено,False
28-25-01,Fuel Quantity Preselector System,223,28-14,,сопоставление с Fenix не установлено,False
28-25-02,Fuel Quantity Indicator (Refueling Panel),223,28-14,,сопоставление с Fenix не установлено,False
28-25-03,High Level Fuel Detection System,223; 224; 225; 226; 227,28-14; 28-15; 28-16; 28-17; 28-18,,сопоставление с Fenix не установлено,False
28-25-04,Refuel Valves,227,28-18,,сопоставление с Fenix не установлено,False
28-25-05,Transfer Defuel Valve,227,28-18,,сопоставление с Fenix не установлено,False
28-25-06,Refuel/Defuel Control Panel,227,28-18,,сопоставление с Fenix не установлено,False
28-25-07,RCT Inlet Valve,228,28-19,F118,есть отдельная оценка — см. матрицу,False
28-25-08,RCT Refuel Valve,228,28-19,F119,есть отдельная оценка — см. матрицу,False
28-28-01,Auto Transfer System Additional Center Tank(s) (ACT),229,28-20,,сопоставление с Fenix не установлено,False
28-28-02,Transfer Valve Additional Center Tank(s),230,28-21,,сопоставление с Fenix не установлено,False
28-28-03,Transfer Pump Additional Center Tank(s),230,28-21,,сопоставление с Fenix не установлено,False
28-28-04,Air Shutoff Valve Additional Center Tank(s),231,28-22,,сопоставление с Fenix не установлено,False
28-28-05,Inward Pressure Relief Valve Additional Center Tank(s),232,28-23,,сопоставление с Fenix не установлено,False
28-28-06,Vent Valve Additional Center Tank(s),232,28-23,,сопоставление с Fenix не установлено,False
28-28-07,Refuel Valve Additional Center Tank(s),233,28-24,,сопоставление с Fenix не установлено,False
28-28-08,Inlet Valve Additional Center Tank(s),233; 234; 235,28-24; 28-25; 28-26,,сопоставление с Fenix не установлено,False
28-28-09,FWD ACT Ventilation Isolation Valve,236,28-27,,сопоставление с Fenix не установлено,False
28-28-10,FWD ACT Isolation Valve,236,28-27,,сопоставление с Fenix не установлено,False
28-28-11,Fuel ACT Overhead Panel (A321 with Mod. 163213/MP J4530),237,28-28,,сопоставление с Fenix не установлено,False
28-40-01,Low Level Detection Systems,238; 239,28-29; 28-30,,сопоставление с Fenix не установлено,False
28-40-02,Fuel Quantity Indicating Computer System,239; 240,28-30; 28-31,F051,есть отдельная оценка — см. матрицу,False
28-40-03,TK PUMP and CTR TK XFR FAULT Lights,241,28-32,,сопоставление с Fenix не установлено,False
28-40-04,TK PUMP and CTR TK XFR OFF Lights,241,28-32,,сопоставление с Fenix не установлено,False
28-40-05,Fuel Transfer Control,242,28-33,,сопоставление с Fenix не установлено,False
28-40-06,ECAM FUEL PAGE Indications,243; 244; 245; 246; 247; 248; 249; 250; 251; 252; 253; 254; 255; 256; 257,28-34; 28-35; 28-36; 28-37; 28-38; 28-39; 28-40; 28-41; 28-42; 28-43; 28-44; 28-45; 28-46; 28-47; 28-48,,сопоставление с Fenix не установлено,False
28-40-07,Manual Magnetic Indicators,258,28-49,,сопоставление с Fenix не установлено,False
28-40-08,Fuel Quantity Attitude Monitor,258,28-49,,сопоставление с Fenix не установлено,False
28-40-09,Cautions on ECAM,258; 259; 260; 261; 262,28-49; 28-50; 28-51; 28-52; 28-53,,сопоставление с Fenix не установлено,False
28-40-10,Indication on ECAM EWD,263,28-54,,сопоставление с Fenix не установлено,False
28-40-11,Auxiliary Fuel Management Computer System Channels (A321 with Mod. 163213/MP J4530),263,28-54,,сопоставление с Fenix не установлено,False
29-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,264,29-1,,сопоставление с Fenix не установлено,False
29-10-01,Engine Driven Pump Depressurization Function,264,29-1,F052,есть отдельная оценка — см. матрицу,False
29-10-02,Blue System Electric Pump,264,29-1,F053,есть отдельная оценка — см. матрицу,False
29-10-03,Hydraulic System Accumulators,265,29-2,,сопоставление с Fenix не установлено,False
29-10-07,Filters,265,29-2,,сопоставление с Fenix не установлено,False
29-10-10,Hydraulic Reservoir Drain Valve,265,29-2,,сопоставление с Fenix не установлено,False
29-20-01,Hydraulic Reservoir Quantity Indicator (Green Servicing Panel),265,29-2,,сопоставление с Fenix не установлено,False
29-20-02,Hydraulic Reservoir Four Way Selector Valve on Ground Service Panel,265,29-2,,сопоставление с Fenix не установлено,False
29-23-01,Power Transfer Unit,266,29-3,F054,есть отдельная оценка — см. матрицу,False
29-25-01,Yellow System Electric Pump,266,29-3,F055,есть отдельная оценка — см. матрицу,False
29-30-01,Pump pb Switch,266,29-3,,сопоставление с Fenix не установлено,False
29-30-02,PTU pb Switch,267,29-4,,сопоставление с Fenix не установлено,False
29-30-03,ECAM HYD Page Indications,267; 268,29-4; 29-5,F056,есть отдельная оценка — см. матрицу,False
29-30-04,ECAM Warnings and Cautions,269; 270,29-6; 29-7,,сопоставление с Fenix не установлено,False
29-30-05,LEAK MEASUREMENT VALVE pb Switches,270,29-7,,сопоставление с Fenix не установлено,False
30-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,271,30-1,,сопоставление с Fenix не установлено,False
30-11-01,Wing Anti-Ice Control Valves,271; 272; 273,30-1; 30-2; 30-3,F057,есть отдельная оценка — см. матрицу,False
30-11-02,Wing Anti-Ice,274,30-4,,сопоставление с Fenix не установлено,False
30-11-03,ECAM BLEED Page Indications,274,30-4,,сопоставление с Fenix не установлено,False
30-21-01,Engine Anti-Ice Valves (A318/A319ceo/ A320ceo/A321ceo) (A318/A319ceo/ A320ceo/A321ceo with CFM or PW6000 engines) (A319ceo/A320ceo/ A321ceo with IAE engines) (A319neo/A320neo/ A321neo) (A319neo/A320neo/ A321neo) (A319neo/A320neo/ A321neo with CFM LEAP1-A Engines),275,30-5,F058,есть отдельная оценка — см. матрицу,False
30-21-02,Engine Anti-Ice,276,30-6,,сопоставление с Fenix не установлено,False
30-21-03,ANTI-ICE ENG 1(2) CTL FAULT Cautions on ECAM EWD (A319neo/A320neo/ A321neo),276,30-6,F120,есть отдельная оценка — см. матрицу,False
30-31-01,Probe Heat Computers,277,30-7,F059; F060,есть отдельная оценка — см. матрицу,False
30-31-02,Pitot Heaters,278,30-8,F061,есть отдельная оценка — см. матрицу,False
30-31-03,Static Port Heaters,279,30-9,F062,есть отдельная оценка — см. матрицу,False
30-31-04,Angle of Attack Probe Heaters (except A321neo XLR),280,30-10,F063,есть отдельная оценка — см. матрицу,False
30-31-05,TAT Probe Heaters,281,30-11,F064; F065,есть отдельная оценка — см. матрицу,False
30-42-01,Window Heat Computers,281,30-11,F066,есть отдельная оценка — см. матрицу,False
30-42-02,Fixed Lateral Window and Sliding Window Heating Systems,281,30-11,,сопоставление с Fenix не установлено,False
30-42-03,Windshield Heating Systems,281,30-11,,сопоставление с Fenix не установлено,False
30-42-04,Probes/Window Heat pb-sw,282,30-12,,сопоставление с Fenix не установлено,False
30-45-01,Windshield Wiper Systems,282; 283,30-12; 30-13,,сопоставление с Fenix не установлено,False
30-45-02,Rain Repellant Systems,283,30-13,,сопоставление с Fenix не установлено,False
30-71-01,Waste Water Drain Mast Heating System,283,30-13,,сопоставление с Fenix не установлено,False
30-71-02,Waste Water Drain Line Protection System,284,30-14,,сопоставление с Fenix не установлено,False
30-71-03,Cargo Compartment Drain Line and Drain Mast Ice Protection System,284,30-14,,сопоставление с Fenix не установлено,False
30-81-02,Ice Detection System,284,30-14,,сопоставление с Fenix не установлено,False
30-81-03,External Visual Ice Indicator Lighting,284,30-14,,сопоставление с Fenix не установлено,False
31-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,285; 286; 287,31-1; 31-2; 31-3,,сопоставление с Fenix не установлено,False
31-21-01,Clock System,288,31-4,,сопоставление с Fenix не установлено,False
31-27-01,Flight Number Reminder,288,31-4,,сопоставление с Fenix не установлено,False
31-30-01,Centralized Fault Display System (CFDS),288,31-4,F067,есть отдельная оценка — см. матрицу,False
31-30-02,Flight Data Recorder (FDR) System Includes FDR Function of Combined Voice and Flight Data Recorder (CVFDR),289,31-5,,сопоставление с Fenix не установлено,False
31-30-03,Flight Data Interface Unit (FDIU) or Flight Data Interface Function of the Flight Data Interface and Management Unit (FDIMU) (Including Aircraft with STC ST02668LA),290,31-6,,сопоставление с Fenix не установлено,False
31-30-04,Quick Access Recorder,290,31-6,,сопоставление с Fenix не установлено,False
31-30-05,Digital AIDS Recorder System,290,31-6,,сопоставление с Fenix не установлено,False
31-30-06,Data Management Unit (DMU) or Data Management Function of the FDIMU,290,31-6,,сопоставление с Fenix не установлено,False
31-30-07,Printer,290,31-6,,сопоставление с Fenix не установлено,False
31-38-01,Up and Down Data Loading System Acquisition/Interface,291,31-7,,сопоставление с Fenix не установлено,False
31-53-01,Flight Warning Computers (FWC),291,31-7,F068; F069,есть отдельная оценка — см. матрицу,False
31-55-01,System Data Acquisition Concentrator Units (SDAC),291,31-7,F070; F071,есть отдельная оценка — см. матрицу,False
31-56-01,ECAM Control Panel,292,31-8,F072,есть отдельная оценка — см. матрицу,False
31-58-01,Master Warn System,292,31-8,,сопоставление с Fenix не установлено,False
31-58-02,Master Caution System,292,31-8,,сопоставление с Fenix не установлено,False
31-61-01,EIS Switching Systems,292; 293,31-8; 31-9,,сопоставление с Fenix не установлено,False
31-63-01,Display Units (DU),293; 294,31-9; 31-10,F073; F074,есть отдельная оценка — см. матрицу,False
31-63-02,Display Management Computers,295; 296,31-11; 31-12,F075,есть отдельная оценка — см. матрицу,False
31-63-03,ECAM Memo Messages,296,31-12,,сопоставление с Fenix не установлено,False
31-63-04,ECAM Permanent Data Display,296,31-12,,сопоставление с Fenix не установлено,False
32-00-00,CLASS II MAINTENANCE MESSAGE DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,297,32-1,,сопоставление с Fenix не установлено,False
32-11-01,Torque Link Dampers,297,32-1,,сопоставление с Fenix не установлено,False
32-12-01,MAIN GEAR DOORS,297,32-1,,сопоставление с Fenix не установлено,False
32-31-01,Landing Gear Control and Interface Unit No. 2 (LGCIU 2),297; 298; 299; 300; 301; 302; 303; 304; 305,32-1; 32-2; 32-3; 32-4; 32-5; 32-6; 32-7; 32-8; 32-9,F076; F077,есть отдельная оценка — см. матрицу,False
32-31-02,Landing Gear Retraction System (except A321neo XLR),305,32-9,F078,есть отдельная оценка — см. матрицу,False
32-33-01,Landing Gear Gravity Extension System (except A321neo XLR),305,32-9,,сопоставление с Fenix не установлено,False
32-41-01,Wheel Tie Bolts,306,32-10,,сопоставление с Fenix не установлено,False
32-42-01,Main Wheel Braking Systems,306,32-10,F079,есть отдельная оценка — см. матрицу,False
32-42-02,Green Braking System,307,32-11,,сопоставление с Fenix не установлено,False
32-42-03,Braking/Steering Control Unit (BSCU) Channels/Systems,308; 309; 310; 311; 312,32-12; 32-13; 32-14; 32-15; 32-16,F080,есть отдельная оценка — см. матрицу,False
32-42-04,AUTO/BRK Function,313,32-17,F081,есть отдельная оценка — см. матрицу,False
32-42-05,Tachometer (Aircraft with Mod. 157591/ MP J4030 (BSCU STD L4.10)),314,32-18,,сопоставление с Fenix не установлено,False
32-42-06,Nose Wheel Brake Pads (Without Mod. 28482),314,32-18,,сопоставление с Fenix не установлено,False
32-44-01,Yellow Brake System,315,32-19,,сопоставление с Fenix не установлено,False
32-44-02,ACCU PRESS Indicator,316,32-20,,сопоставление с Fenix не установлено,False
32-44-03,BRAKES Pressure Indicators,317,32-21,,сопоставление с Fenix не установлено,False
32-45-02,Parking Brake External Light,317,32-21,,сопоставление с Fenix не установлено,False
32-47-01,Brake Temperature Monitoring Unit,317,32-21,,сопоставление с Fenix не установлено,False
32-48-01,Brake Fan System,317,32-21,,сопоставление с Fenix не установлено,False
32-48-02,BRAKE FAN HOT Light,317,32-21,,сопоставление с Fenix не установлено,False
32-48-03,BRK FAN ON Light,318,32-22,,сопоставление с Fenix не установлено,False
32-49-01,ECAM Tire Pressure Indications,318,32-22,F082,есть отдельная оценка — см. матрицу,False
32-49-02,Tire Pressure Monitoring System,318,32-22,,сопоставление с Fenix не установлено,False
32-49-03,Warning and Caution on ECAM EWD,318,32-22,,сопоставление с Fenix не установлено,False
32-51-02,PEDALS DISC pb,318,32-22,,сопоставление с Fenix не установлено,False
32-51-03,Nose Wheel Steering Control System Deactivation Device (For A/C Towing),319,32-23,,сопоставление с Fenix не установлено,False
32-60-01,LDG Gear Indicator Panel (UNLK and/or Down and Locked Triangle Indications),319,32-23,,сопоставление с Fenix не установлено,False
32-60-02,Gear Not Down Indication,319,32-23,,сопоставление с Fenix не установлено,False
32-60-03,ECAM Wheel Page Indications,319; 320,32-23; 32-24,,сопоставление с Fenix не установлено,False
32-60-04,Fault(s) Indicated by BRAKES N/WS MINOR FAULT Caution on ECAM EWD,321; 322; 323,32-25; 32-26; 32-27,,сопоставление с Fenix не установлено,False
32-60-07,Integral Tire Pressure Indicators,323,32-27,,сопоставление с Fenix не установлено,False
33-10-01,Cockpit and Instrument Panel Lighting System,324; 325; 326,33-1; 33-2; 33-3,,сопоставление с Fenix не установлено,False
33-10-02,Annunciator Lights,327,33-4,,сопоставление с Fenix не установлено,False
33-20-01,Cabin Light System,327,33-4,,сопоставление с Fenix не установлено,False
33-20-02,Passenger Lighted Information Signs,328,33-5,,сопоставление с Fenix не установлено,False
33-20-04,Passenger Lighted Information Signs AUTO Function,328,33-5,,сопоставление с Fenix не установлено,False
33-30-01,Cargo and Service Compartment Lighting System,328,33-5,,сопоставление с Fenix не установлено,False
33-40-01,Navigation Lights Systems,329; 330,33-6; 33-7,,сопоставление с Fenix не установлено,False
33-40-02,Landing Lighting System,330,33-7,,сопоставление с Fenix не установлено,False
33-40-03,Runway Turn-Off Light Systems,330,33-7,,сопоставление с Fenix не установлено,False
33-40-04,Taxi and Takeoff Light Systems,330,33-7,,сопоставление с Fenix не установлено,False
33-40-05,Logo Lights,330,33-7,,сопоставление с Fenix не установлено,False
33-40-06,Anticollision/ Strobe Lighting,331,33-8,,сопоставление с Fenix не установлено,False
33-40-07,Wing Scan Lights,331,33-8,,сопоставление с Fenix не установлено,False
33-50-01,Exit Signs,331,33-8,,сопоставление с Fenix не установлено,False
33-50-02,Overhead Emergency Lights,332,33-9,,сопоставление с Fenix не установлено,False
33-50-03,Floor Proximity Emergency Escape Path Marking System,332; 333,33-9; 33-10,,сопоставление с Fenix не установлено,False
33-50-04,Overwing Escape Route Lighting,333,33-10,,сопоставление с Fenix не установлено,False
33-50-05,Escape Slide Lighting,333,33-10,,сопоставление с Fenix не установлено,False
33-50-06,Lavatory Auxiliary Lights,333,33-10,,сопоставление с Fenix не установлено,False
33-50-08,EMER EXIT LT OFF Light on SIGNS Overhead Panel,333,33-10,,сопоставление с Fenix не установлено,False
33-50-09,Interior and Exterior Emergency Lighting Systems,334,33-11,,сопоставление с Fenix не установлено,False
33-51-12,BAT TEST pb on the PTP,334,33-11,,сопоставление с Fenix не установлено,False
34-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,335,34-1,,сопоставление с Fenix не установлено,False
34-00-01,Autotune Systems,335,34-1,,сопоставление с Fenix не установлено,False
34-10-01,ADIRS,336; 337; 338; 339; 340; 341; 342,34-2; 34-3; 34-4; 34-5; 34-6; 34-7; 34-8,F083; F084; F085; F086,есть отдельная оценка — см. матрицу,False
34-10-02,ADIRS CDU (Aircraft Pre Mod. 36743/ MP P5253),343; 344,34-9; 34-10,,сопоставление с Fenix не установлено,False
34-10-03,ADIRS MSU (Aircraft Post Mod. 36743/ MP P5253),344; 345,34-10; 34-11,,сопоставление с Fenix не установлено,False
34-12-01,BKUP SPD/ALT pb-sw ON light (With Mod. 159281/ MP P15825),345,34-11,,сопоставление с Fenix не установлено,False
34-12-02,BKUP SPD/ALT pb-sw (With Mod. 159281/ MP P15825),345,34-11,,сопоставление с Fenix не установлено,False
34-12-03,Digital Backup Speed (DBUS) (With Mod. 163909/ MP P20614),345,34-11,,сопоставление с Fenix не установлено,False
34-13-02,Mach Numbers on PFD (Aircraft with Mod. 27620/ MP P5638),345,34-11,,сопоставление с Fenix не установлено,False
34-13-05,Vertical Speed Indications on PFD,346,34-12,,сопоставление с Fenix не установлено,False
34-13-07,Ground Speed Indications on ND,346,34-12,,сопоставление с Fenix не установлено,False
34-13-08,"True Airspeed Indications on ND (IAE, CFM, PW 6000 Engines and PW 1100G engines with Mod. 165817/ MP P21469 (FCS 5.0))",346,34-12,,сопоставление с Fenix не установлено,False
34-13-09,Wind Indications on ND,346,34-12,,сопоставление с Fenix не установлено,False
34-13-10,Radio Navaids Indications on PFD,346,34-12,,сопоставление с Fenix не установлено,False
34-13-11,Radio Navaids Indications on ND,346,34-12,,сопоставление с Fenix не установлено,False
34-14-02,EIS Heading,346,34-12,,сопоставление с Fenix не установлено,False
34-14-04,Navigation Station Information,346,34-12,,сопоставление с Fenix не установлено,False
34-14-05,Chrono,346,34-12,,сопоставление с Fenix не установлено,False
34-15-01,Angle of Attack Indicator,347,34-13,,сопоставление с Fenix не установлено,False
34-15-02,NORTH REF pb-sw (With Mod. 35891/ MP P9351),347,34-13,,сопоставление с Fenix не установлено,False
34-21-01,Standby Airspeed Indicator,347,34-13,,сопоставление с Fenix не установлено,False
34-21-02,Standby Altimeter,347,34-13,,сопоставление с Fenix не установлено,False
34-21-03,Standby Metric Altimeter,347,34-13,,сопоставление с Fenix не установлено,False
34-22-01,Standby Horizon (Attitude) (Aircraft with Honeywell ADIRUs or Aircraft with Litton ADIRUs P/N 465020-0303-0316 and Mod. 30650 or 30872),347,34-13,,сопоставление с Fenix не установлено,False
34-22-02,Non-Stabilized Magnetic Compass (Standby) (Aircraft Equipped with Honeywell ADIRUs or Aircraft Equipped with Litton ADIRUs P/N 465020-0303-316 and Mod. 30650 or 30872),348,34-14,,сопоставление с Fenix не установлено,False
34-22-03,Integrated Standby Instrument System,348,34-14,,сопоставление с Fenix не установлено,False
34-30-01,Head-Up Display (HUD),349,34-15,,сопоставление с Fenix не установлено,False
34-30-03,GNSS Landing System (GLS) Function (Mod. 39327/MP P8500),349,34-15,,сопоставление с Fenix не установлено,False
34-36-01,ILS Navigation Systems,349,34-15,F087,есть отдельная оценка — см. матрицу,False
34-37-01,FMS Landing System (FLS),349,34-15,,сопоставление с Fenix не установлено,False
34-38-01,SBAS Landing System (SLS) (Mod. 165088/ MP S34829),349,34-15,,сопоставление с Fenix не установлено,False
34-40-07,GPWS – G/S pb-sw or PULL UP – GPWS pb-sw or PULL UP – G/S pb-sw,349,34-15,,сопоставление с Fenix не установлено,False
34-40-09,Runway End Overrun Warning/Runway End Overrun Protection (ROW/ROP) (Mod. 155269/ MP P12511 or Mod. 161514/ MP P15323),350,34-16,,сопоставление с Fenix не установлено,False
34-40-10,ROW/ROP pb-sw OFF Light (With Mod. 163910/ MP P20767 or Mod. 163425/ MP P20473),350,34-16,,сопоставление с Fenix не установлено,False
34-40-11,ROW/ROP pb-sw (With Mod. 163910/ MP P20767 or Mod. 163425/ MP P20473),350,34-16,,сопоставление с Fenix не установлено,False
34-40-12,RWY COND Rotary Selector (With Mod. 163910/ MP P20767 or Mod. 163425/ MP P20473),350,34-16,,сопоставление с Fenix не установлено,False
34-40-13,ATSAW Function,350,34-16,,сопоставление с Fenix не установлено,False
34-41-01,Weather Radar Systems,351,34-17,F088,есть отдельная оценка — см. матрицу,False
34-42-01,Radio Altimeter (RA) Systems,352; 353,34-18; 34-19,F089,есть отдельная оценка — см. матрицу,False
34-42-02,Automatic Callout System,354,34-20,,сопоставление с Fenix не установлено,False
34-42-04,Altitude Alerting System,354,34-20,,сопоставление с Fenix не установлено,False
34-43-01,Traffic Alert and Collision Avoidance System (TCAS II),355; 356,34-21; 34-22,F090,есть отдельная оценка — см. матрицу,False
34-48-01,Ground Proximity Warning System (GPWS),357; 358,34-23; 34-24,F091,есть отдельная оценка — см. матрицу,False
34-48-02,GPWS SYS pb-sw FAULT Light,358,34-24,,сопоставление с Fenix не установлено,False
34-48-03,GPWS SYS pb-sw OFF Light,358,34-24,,сопоставление с Fenix не установлено,False
34-48-04,GPWS G/S MODE pb- sw OFF Light,358,34-24,,сопоставление с Fenix не установлено,False
34-48-05,GPWS FLAP MODE pb-sw OFF Light,359,34-25,,сопоставление с Fenix не установлено,False
34-48-06,GPWS LDG FLAP 3 pb-sw ON Light,359,34-25,,сопоставление с Fenix не установлено,False
34-48-07,GPWS TERR pb-sw FAULT Light,359,34-25,,сопоставление с Fenix не установлено,False
34-48-08,GPWS TERR pb-sw OFF Light,359,34-25,,сопоставление с Fenix не установлено,False
34-51-01,DME,359,34-25,,сопоставление с Fenix не установлено,False
34-52-01,ATC Transponders and Automatic Altitude Reporting Systems,359,34-25,F092,есть отдельная оценка — см. матрицу,False
34-53-01,ADF System,359,34-25,F093,есть отдельная оценка — см. матрицу,False
34-55-01,VOR Navigation,360,34-26,F094,есть отдельная оценка — см. матрицу,False
34-55-02,Marker Beacon,360,34-26,,сопоставление с Fenix не установлено,False
34-55-03,Long Range Navigation Systems,360,34-26,,сопоставление с Fenix не установлено,False
34-57-01,DDRMI,360,34-26,,сопоставление с Fenix не установлено,False
34-57-02,Automatic Dependent Surveillance-Broadcast (ADS-B) System,360; 361; 362,34-26; 34-27; 34-28,,сопоставление с Fenix не установлено,False
34-58-01,Global Positioning System,363; 364; 365; 366; 367,34-29; 34-30; 34-31; 34-32; 34-33,F095,есть отдельная оценка — см. матрицу,False
34-61-01,Navigation Databases,368,34-34,,сопоставление с Fenix не установлено,False
35-10-04,Exterior Oxygen Overpressure Indicator Disc (Green Disc),369,35-1,,сопоставление с Fenix не установлено,False
35-13-01,Indications on DOOR/OXY ECAM Page,369; 370,35-1; 35-2,F096,есть отдельная оценка — см. матрицу,False
35-13-02,Crew Supply pb Switch,370,35-2,,сопоставление с Fenix не установлено,False
35-21-01,Passenger Oxygen Storage,371,35-3,,сопоставление с Fenix не установлено,False
35-21-02,Lavatory Oxygen Module,371,35-3,,сопоставление с Fenix не установлено,False
35-23-01,Passenger Oxygen Manual Control System,371,35-3,,сопоставление с Fenix не установлено,False
35-23-02,Passenger Oxygen AUTO Control System,372,35-4,,сопоставление с Fenix не установлено,False
35-23-03,PASSENGER SYS ON Light,372,35-4,,сопоставление с Fenix не установлено,False
35-23-04,HI ALT LANDING pb-sw ON Light,372,35-4,,сопоставление с Fenix не установлено,False
35-23-05,HI ALT LANDING pb-sw,372,35-4,,сопоставление с Fenix не установлено,False
35-31-01,Portable Oxygen Bottles or Units (Including Masks and Hoses),373,35-5,,сопоставление с Fenix не установлено,False
35-32-01,Portable Protective Breathing Equipment (PBE),374,35-6,,сопоставление с Fenix не установлено,False
36-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,375; 376; 377,36-1; 36-2; 36-3,,сопоставление с Fenix не установлено,False
36-11-01,Bleed Air Supply Systems,378; 379,36-4; 36-5,,сопоставление с Fenix не установлено,False
36-11-02,Bleed Valves (PRV),379,36-5,F097,есть отдельная оценка — см. матрицу,False
36-11-03,Overpressure Valves,380,36-6,,сопоставление с Fenix не установлено,False
36-11-04,Fan Air Valves (FAV),381,36-7,,сопоставление с Fenix не установлено,False
36-11-05,Bleed Air Precooler Exchangers,381,36-7,,сопоставление с Fenix не установлено,False
36-11-06,Intermediate Pressure Check Valves (IP),381,36-7,,сопоставление с Fenix не установлено,False
36-11-07,High Pressure Valves (HPV),381,36-7,F098,есть отдельная оценка — см. матрицу,False
36-11-08,Bleed Monitoring Computer (BMC),382; 383; 384; 385; 386; 387,36-8; 36-9; 36-10; 36-11; 36-12; 36-13,F099,есть отдельная оценка — см. матрицу,False
36-12-01,APU Bleed Air Supply System,388,36-14,,сопоставление с Fenix не установлено,False
36-12-02,APU Bleed Valve,388; 389,36-14; 36-15,F100,есть отдельная оценка — см. матрицу,False
36-12-03,APU Bleed Check Valve,389,36-15,,сопоставление с Fenix не установлено,False
36-12-04,Cross Bleed Valve,390,36-16,F101,есть отдельная оценка — см. матрицу,False
36-20-01,ENG BLEED pb Switch,390,36-16,,сопоставление с Fenix не установлено,False
36-20-02,APU BLEED pb Switch,390,36-16,,сопоставление с Fenix не установлено,False
36-20-03,ECAM BLEED Page Indications,390; 391,36-16; 36-17,,сопоставление с Fenix не установлено,False
36-22-15,Pylon Leak Detection Loops,391; 392; 393,36-17; 36-18; 36-19,F102,есть отдельная оценка — см. матрицу,False
36-22-17,APU Leak Detection Loop,394; 395; 396,36-20; 36-21; 36-22,,сопоставление с Fenix не установлено,False
36-22-18,AIR APU BLEED LEAK Caution on ECAM EWD,396; 397; 398; 399,36-22; 36-23; 36-24; 36-25,,сопоставление с Fenix не установлено,False
38-10-01,Potable Water Systems,400,38-1,,сопоставление с Fenix не установлено,False
38-30-01,Lavatory Waste Systems,400; 401,38-1; 38-2,,сопоставление с Fenix не установлено,False
46-20-01,Electronic Flight Bag System (EFB),402; 403,46-1; 46-2,,сопоставление с Fenix не установлено,False
46-21-01,Air Traffic Service Unit System (ATSU),403,46-2,F103,есть отдельная оценка — см. матрицу,False
46-21-02,Data Link Control Display Units (DCDU),403,46-2,,сопоставление с Fenix не установлено,False
46-21-03,ATC Msg. pb-sw,404,46-3,,сопоставление с Fenix не установлено,False
46-21-04,ATC Datalink,404,46-3,,сопоставление с Fenix не установлено,False
46-21-05,COMPANY Datalink,404,46-3,,сопоставление с Fenix не установлено,False
46-21-06,Flight Operations and Maintenance Exchanger (FOMAX),404,46-3,,сопоставление с Fenix не установлено,False
47-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,405,47-1,,сопоставление с Fenix не установлено,False
